data,valor_fechamento,criptomoeda,volume_compra,volume_venda,change,gain,loss,avg_gain,avg_loss,rs,rsi,variacao_diaria,total_linhas,ano,mes,ema_short,ema_long,macd,macd_signal,indicativo_macd,grad_n3,grad_n5,grad_n7,grad_n10,max_50,gradiente_ema_curto,gradiente_ema_longo
2025-09-05 22:00:00,203.05,SOLUSDT,17078.583,3469118.85765,,0.0,-0.0,,,,,,192,2025,9,203.05,203.05,0.0,0.0,Neutro,,,,,203.05,,
2025-09-05 22:15:00,203.14,SOLUSDT,10853.821,2204858.84372,0.08999999999997499,0.08999999999997499,-0.0,,,,,0.04432405811374274,192,2025,9,203.0725,203.05439024390245,0.018109756097544505,0.003621951219508901,Alta,0.022499999999951115,0.022499999999951115,0.022499999999951115,0.022499999999951115,203.14,0.022499999999951115,0.004390243902378188
2025-09-05 22:30:00,204.18,SOLUSDT,15676.912,3194925.91011,1.0400000000000205,1.0400000000000205,-0.0,,,,,0.5119621935611107,192,2025,9,203.349375,203.10929803688282,0.24007696311718973,0.050912953599045074,Alta,0.14968749999999229,0.14968749999999229,0.14968749999999229,0.14968749999999229,204.18,0.14968749999999229,0.029649018441419643
2025-09-05 22:45:00,204.12,SOLUSDT,6207.573,1267497.22243,-0.060000000000002274,0.0,0.060000000000002274,,,,,-0.02938583602704048,192,2025,9,203.54203125,203.158600571669,0.38343067833099553,0.11741649854543518,Alta,0.23476562499999562,0.17529687499996308,0.17529687499996308,0.17529687499996308,204.18,0.17529687499996308,0.038070950798721
2025-09-05 23:00:00,204.28,SOLUSDT,6881.771,1405966.89424,0.1599999999999966,0.1599999999999966,-0.0,,,,,0.07838526357044628,192,2025,9,203.72652343750002,203.2133029828071,0.5132204546929131,0.19657728977493077,Alta,0.18857421874999442,0.18225781249999445,0.18225781249999445,0.18225781249999445,204.28,0.18225781249999445,0.04308162933806187
2025-09-05 23:15:00,203.91,SOLUSDT,10399.783,2122828.50334,-0.37000000000000455,0.0,0.37000000000000455,,,,,-0.18112394752300975,192,2025,9,203.77239257812502,203.24728820315798,0.525104374967043,0.26228270681335325,Alta,0.11518066406250799,0.17769335937498307,0.16476255580358382,0.16476255580358382,204.28,0.17769335937498307,0.0489800864435199
2025-09-05 23:30:00,203.8,SOLUSDT,9585.048,1952870.39598,-0.10999999999998522,0.0,0.10999999999998522,,,,,-0.053945368054530984,192,2025,9,203.77929443359378,203.27424975422343,0.5050446793703429,0.31083510132475123,Alta,0.026385498046874335,0.10902001953125572,0.14160060337613864,0.14160060337613864,204.28,0.10902001953125572,0.041859106616990716
2025-09-05 23:45:00,203.36,SOLUSDT,12480.902,2539070.85806,-0.4399999999999977,0.0,0.4399999999999977,,,,,-0.21589793915602895,192,2025,9,203.67447082519533,203.2784326930418,0.3960381321535351,0.32787570749050804,Alta,-0.04896087646485849,0.031765014648436445,0.10343259538925069,0.1114144388834782,204.28,0.031765014648436445,0.030061101416178952
2025-09-06 00:00:00,203.8,SOLUSDT,17920.424,3647477.82434,0.4399999999999977,0.4399999999999977,-0.0,,,,,0.21636506687647827,192,2025,9,203.7058531188965,203.3038750006983,0.4019781181982012,0.3426961896320467,Alta,-0.03672065734861845,-0.013926239013674287,0.049538732256202665,0.09199208577474141,204.28,-0.013926239013674287,0.021228852566615133
2025-09-06 00:15:00,204.06,SOLUSDT,9304.955,1897980.11332,0.2599999999999909,0.2599999999999909,-0.0,,,,,0.1275760549558358,192,2025,9,203.79438983917237,203.34075914700568,0.4536306921666835,0.3648830901389741,Alta,0.05995950698851356,-0.0029446792602615965,0.02206476347786832,0.0819158678921718,204.28,-0.0029446792602615965,0.021656713417020853
2025-09-06 00:30:00,203.8,SOLUSDT,11991.429,2446384.32114,-0.2599999999999909,0.0,0.2599999999999909,,,,,-0.12741350583160838,192,2025,9,203.7957923793793,203.36316113983466,0.4326312395446337,0.37843272002010603,Alta,0.04496963024139153,0.01529149055480781,0.006370001179838603,0.06239144637368177,204.28,0.01529149055480781,0.024014922518627843
2025-09-06 00:45:00,203.87,SOLUSDT,14637.596,2984099.1307,0.06999999999999318,0.06999999999999318,-0.0,,,,,0.034347399411194246,192,2025,9,203.81434428453446,203.387884986672,0.42645929786246484,0.3880380355885778,Alta,0.009977222680999437,0.03696861791610637,0.009956072313441151,0.03633903932571289,204.28,0.03696861791610637,0.02781907263965821
